x (m),T (C)
0.007580,11.239387
0.007620,11.215251
0.007660,11.191004
0.007700,11.166646
0.007740,11.142177
0.007780,11.117597
0.007820,11.092907
0.007860,11.068107
0.007900,11.043197
0.007940,11.018177
0.007980,10.993048
0.008020,10.967809
0.008060,10.942462
0.008100,10.917006
0.008140,10.891442
0.008180,10.865770
0.008220,10.839989
0.008260,10.814101
0.008300,10.788106
0.008340,10.762003
0.008380,10.735794
0.008420,10.709478
0.008460,10.683056
0.008500,10.656528
0.008540,10.629894
0.008580,10.603154
0.008620,10.576309
0.008660,10.549359
0.008700,10.522304
0.008740,10.495145
0.008780,10.467882
0.008820,10.440514
0.008860,10.413043
0.008900,10.385469
0.008940,10.357792
0.008980,10.330011
0.009020,10.302128
0.009060,10.274143
0.009100,10.246056
0.009140,10.217867
0.009180,10.189577
0.009220,10.161185
0.009260,10.132692
0.009300,10.104099
0.009340,10.075406
0.009380,10.046613
0.009420,10.017719
0.009460,9.988727
0.009500,9.959635
0.009540,9.930444
0.009580,9.901155
0.009620,9.871767
0.009660,9.842282
0.009700,9.812698
0.009740,9.783017
0.009780,9.753239
0.009820,9.723365
0.009860,9.693393
0.009900,9.663326
0.009940,9.633162
0.009980,9.602903
0.010020,9.572548
0.010060,9.542099
0.010100,9.511555
0.010140,9.480916
0.010180,9.450183
0.010220,9.419356
0.010260,9.388436
0.010300,9.357423
0.010340,9.326316
0.010380,9.295117
0.010420,9.263826
0.010460,9.232443
0.010500,9.200968
0.010540,9.169401
0.010580,9.137744
0.010620,9.105996
0.010660,9.074158
0.010700,9.042229
0.010740,9.010211
0.010780,8.978103
0.010820,8.945906
0.010860,8.913620
0.010900,8.881246
0.010940,8.848783
0.010980,8.816233
0.011020,8.783595
0.011060,8.750870
0.011100,8.718058
0.011140,8.685160
0.011180,8.652175
0.011220,8.619104
0.011260,8.585948
0.011300,8.552706
0.011340,8.519380
0.011380,8.485969
0.011420,8.452474
0.011460,8.418895
0.011500,8.385232
0.011540,8.351486
0.011580,8.317657
0.011620,8.283745
0.011660,8.249751
0.011700,8.215676
0.011740,8.181518
0.011780,8.147280
0.011820,8.112960
0.011860,8.078561
0.011900,8.044080
0.011940,8.009520
0.011980,7.974881
0.012020,7.940162
0.012060,7.905364
0.012100,7.870488
0.012140,7.835534
0.012180,7.800502
0.012220,7.765392
0.012260,7.730206
0.012300,7.694942
0.012340,7.659603
0.012380,7.624187
0.012420,7.588695
0.012460,7.553129
0.012500,7.517487
0.012540,7.481770
0.012580,7.445979
0.012620,7.410115
0.012660,7.374176
0.012700,7.338165
0.012740,7.302081
0.012780,7.265924
0.012820,7.229695
0.012860,7.193394
0.012900,7.157022
0.012940,7.120578
0.012980,7.084064
0.013020,7.047480
0.013060,7.010826
0.013100,6.974102
0.013140,6.937309
0.013180,6.900447
0.013220,6.863516
0.013260,6.826517
0.013300,6.789451
0.013340,6.752317
0.013380,6.715116
0.013420,6.677848
0.013460,6.640514
0.013500,6.603115
0.013540,6.565649
0.013580,6.528119
0.013620,6.490523
0.013660,6.452863
0.013700,6.415139
0.013740,6.377352
0.013780,6.339501
0.013820,6.301587
0.013860,6.263610
0.013900,6.225572
0.013940,6.187471
0.013980,6.149309
0.014020,6.111086
0.014060,6.072803
0.014100,6.034459
0.014140,5.996055
0.014180,5.957591
0.014220,5.919069
0.014260,5.880488
0.014300,5.841848
0.014340,5.803150
0.014380,5.764395
0.014420,5.725582
0.014460,5.686713
0.014500,5.647787
0.014540,5.608805
0.014580,5.569767
0.014620,5.530674
0.014660,5.491526
0.014700,5.452324
0.014740,5.413067
0.014780,5.373757
0.014820,5.334394
0.014860,5.294977
0.014900,5.255508
0.014940,5.215986
0.014980,5.176413
0.015020,5.136789
0.015060,5.097113
0.015100,5.057387
0.015140,5.017611
0.015180,4.977784
0.015220,4.937909
0.015260,4.897984
0.015300,4.858011
0.015340,4.817989
0.015380,4.777920
0.015420,4.737803
0.015460,4.697639
0.015500,4.657429
0.015540,4.617172
0.015580,4.576870
0.015620,4.536522
0.015660,4.496129
0.015700,4.455691
0.015740,4.415209
0.015780,4.374683
0.015820,4.334114
0.015860,4.293502
0.015900,4.252847
0.015940,4.212150
0.015980,4.171411
0.016020,4.130630
0.016060,4.089809
0.016100,4.048947
0.016140,4.008045
0.016180,3.967103
0.016220,3.926122
0.016260,3.885101
0.016300,3.844042
0.016340,3.802945
0.016380,3.761810
0.016420,3.720638
0.016460,3.679429
0.016500,3.638183
0.016540,3.596902
0.016580,3.555584
0.016620,3.514231
0.016660,3.472844
0.016700,3.431421
0.016740,3.389965
0.016780,3.348475
0.016820,3.306952
0.016860,3.265396
0.016900,3.223808
0.016940,3.182187
0.016980,3.140535
0.017020,3.098852
0.017060,3.057138
0.017100,3.015394
0.017140,2.973619
0.017180,2.931816
0.017220,2.889983
0.017260,2.848121
0.017300,2.806231
0.017340,2.764313
0.017380,2.722368
0.017420,2.680396
0.017460,2.638397
0.017500,2.596372
0.017540,2.554321
0.017580,2.512245
0.017620,2.470144
0.017660,2.428018
0.017700,2.385869
0.017740,2.343695
0.017780,2.301498
0.017820,2.259279
0.017860,2.217037
0.017900,2.174773
0.017940,2.132487
0.017980,2.090180
0.018020,2.047853
0.018060,2.005505
0.018100,1.963137
0.018140,1.920750
0.018180,1.878344
0.018220,1.835919
0.018260,1.793475
0.018300,1.751014
0.018340,1.708536
0.018380,1.666041
0.018420,1.623529
0.018460,1.581001
0.018500,1.538457
0.018540,1.495898
0.018580,1.453324
0.018620,1.410736
0.018660,1.368133
0.018700,1.325517
0.018740,1.282888
0.018780,1.240247
0.018820,1.197593
0.018860,1.154927
0.018900,1.112249
0.018940,1.069561
0.018980,1.026861
0.019020,0.984152
0.019060,0.941433
0.019100,0.898705
0.019140,0.855967
0.019180,0.813221
0.019220,0.770467
0.019260,0.727706
0.019300,0.684937
0.019340,0.642161
0.019380,0.599379
0.019420,0.556591
0.019460,0.513798
0.019500,0.470999
0.019540,0.428196
0.019580,0.385389
0.019620,0.342577
0.019660,0.299763
0.019700,0.256945
0.019740,0.214125
0.019780,0.171302
0.019820,0.128478
0.019860,0.085653
0.019900,0.042827
0.019940,0.000000
0.019980,0.000000
0.020000,0.000000
