x (m),T (C)
0.003980,4.003882
0.004020,3.999772
0.004060,3.995622
0.004100,3.991432
0.004140,3.987203
0.004180,3.982934
0.004220,3.978625
0.004260,3.974277
0.004300,3.969889
0.004340,3.965462
0.004380,3.960996
0.004420,3.956490
0.004460,3.951946
0.004500,3.947361
0.004540,3.942738
0.004580,3.938076
0.004620,3.933374
0.004660,3.928633
0.004700,3.923854
0.004740,3.919035
0.004780,3.914177
0.004820,3.909281
0.004860,3.904346
0.004900,3.899372
0.004940,3.894359
0.004980,3.889308
0.005020,3.884218
0.005060,3.879089
0.005100,3.873922
0.005140,3.868717
0.005180,3.863473
0.005220,3.858190
0.005260,3.852870
0.005300,3.847511
0.005340,3.842114
0.005380,3.836678
0.005420,3.831205
0.005460,3.825694
0.005500,3.820144
0.005540,3.814557
0.005580,3.808932
0.005620,3.803269
0.005660,3.797568
0.005700,3.791830
0.005740,3.786054
0.005780,3.780240
0.005820,3.774389
0.005860,3.768500
0.005900,3.762574
0.005940,3.756611
0.005980,3.750610
0.006020,3.744572
0.006060,3.738497
0.006100,3.732384
0.006140,3.726235
0.006180,3.720049
0.006220,3.713825
0.006260,3.707565
0.006300,3.701268
0.006340,3.694934
0.006380,3.688564
0.006420,3.682157
0.006460,3.675713
0.006500,3.669233
0.006540,3.662717
0.006580,3.656164
0.006620,3.649574
0.006660,3.642949
0.006700,3.636287
0.006740,3.629590
0.006780,3.622856
0.006820,3.616086
0.006860,3.609280
0.006900,3.602439
0.006940,3.595562
0.006980,3.588649
0.007020,3.581700
0.007060,3.574716
0.007100,3.567696
0.007140,3.560641
0.007180,3.553551
0.007220,3.546425
0.007260,3.539264
0.007300,3.532068
0.007340,3.524837
0.007380,3.517571
0.007420,3.510270
0.007460,3.502934
0.007500,3.495563
0.007540,3.488158
0.007580,3.480718
0.007620,3.473243
0.007660,3.465734
0.007700,3.458191
0.007740,3.450613
0.007780,3.443001
0.007820,3.435355
0.007860,3.427674
0.007900,3.419960
0.007940,3.412212
0.007980,3.404429
0.008020,3.396613
0.008060,3.388764
0.008100,3.380880
0.008140,3.372963
0.008180,3.365013
0.008220,3.357029
0.008260,3.349012
0.008300,3.340961
0.008340,3.332877
0.008380,3.324761
0.008420,3.316611
0.008460,3.308428
0.008500,3.300213
0.008540,3.291964
0.008580,3.283683
0.008620,3.275370
0.008660,3.267024
0.008700,3.258645
0.008740,3.250234
0.008780,3.241791
0.008820,3.233316
0.008860,3.224808
0.008900,3.216269
0.008940,3.207697
0.008980,3.199094
0.009020,3.190459
0.009060,3.181792
0.009100,3.173094
0.009140,3.164364
0.009180,3.155603
0.009220,3.146810
0.009260,3.137987
0.009300,3.129132
0.009340,3.120245
0.009380,3.111328
0.009420,3.102381
0.009460,3.093402
0.009500,3.084392
0.009540,3.075352
0.009580,3.066282
0.009620,3.057181
0.009660,3.048049
0.009700,3.038888
0.009740,3.029696
0.009780,3.020474
0.009820,3.011222
0.009860,3.001940
0.009900,2.992629
0.009940,2.983287
0.009980,2.973916
0.010020,2.964516
0.010060,2.955086
0.010100,2.945627
0.010140,2.936138
0.010180,2.926621
0.010220,2.917074
0.010260,2.907498
0.010300,2.897894
0.010340,2.888260
0.010380,2.878598
0.010420,2.868908
0.010460,2.859189
0.010500,2.849441
0.010540,2.839666
0.010580,2.829862
0.010620,2.820030
0.010660,2.810170
0.010700,2.800282
0.010740,2.790366
0.010780,2.780422
0.010820,2.770451
0.010860,2.760453
0.010900,2.750427
0.010940,2.740374
0.010980,2.730293
0.011020,2.720186
0.011060,2.710051
0.011100,2.699889
0.011140,2.689701
0.011180,2.679486
0.011220,2.669244
0.011260,2.658976
0.011300,2.648682
0.011340,2.638361
0.011380,2.628014
0.011420,2.617641
0.011460,2.607242
0.011500,2.596817
0.011540,2.586366
0.011580,2.575889
0.011620,2.565387
0.011660,2.554860
0.011700,2.544307
0.011740,2.533729
0.011780,2.523125
0.011820,2.512497
0.011860,2.501844
0.011900,2.491166
0.011940,2.480463
0.011980,2.469735
0.012020,2.458983
0.012060,2.448207
0.012100,2.437406
0.012140,2.426581
0.012180,2.415732
0.012220,2.404859
0.012260,2.393962
0.012300,2.383041
0.012340,2.372097
0.012380,2.361129
0.012420,2.350138
0.012460,2.339123
0.012500,2.328085
0.012540,2.317024
0.012580,2.305940
0.012620,2.294833
0.012660,2.283704
0.012700,2.272551
0.012740,2.261376
0.012780,2.250179
0.012820,2.238959
0.012860,2.227717
0.012900,2.216453
0.012940,2.205167
0.012980,2.193859
0.013020,2.182529
0.013060,2.171178
0.013100,2.159805
0.013140,2.148410
0.013180,2.136995
0.013220,2.125558
0.013260,2.114099
0.013300,2.102620
0.013340,2.091120
0.013380,2.079600
0.013420,2.068058
0.013460,2.056496
0.013500,2.044914
0.013540,2.033311
0.013580,2.021689
0.013620,2.010046
0.013660,1.998383
0.013700,1.986700
0.013740,1.974998
0.013780,1.963276
0.013820,1.951534
0.013860,1.939773
0.013900,1.927993
0.013940,1.916194
0.013980,1.904375
0.014020,1.892538
0.014060,1.880682
0.014100,1.868807
0.014140,1.856914
0.014180,1.845002
0.014220,1.833072
0.014260,1.821124
0.014300,1.809158
0.014340,1.797174
0.014380,1.785171
0.014420,1.773152
0.014460,1.761114
0.014500,1.749059
0.014540,1.736987
0.014580,1.724897
0.014620,1.712791
0.014660,1.700667
0.014700,1.688526
0.014740,1.676369
0.014780,1.664195
0.014820,1.652005
0.014860,1.639798
0.014900,1.627575
0.014940,1.615335
0.014980,1.603080
0.015020,1.590809
0.015060,1.578521
0.015100,1.566219
0.015140,1.553900
0.015180,1.541567
0.015220,1.529218
0.015260,1.516853
0.015300,1.504474
0.015340,1.492080
0.015380,1.479671
0.015420,1.467247
0.015460,1.454809
0.015500,1.442356
0.015540,1.429889
0.015580,1.417408
0.015620,1.404912
0.015660,1.392403
0.015700,1.379880
0.015740,1.367343
0.015780,1.354793
0.015820,1.342229
0.015860,1.329652
0.015900,1.317061
0.015940,1.304458
0.015980,1.291841
0.016020,1.279212
0.016060,1.266570
0.016100,1.253916
0.016140,1.241249
0.016180,1.228569
0.016220,1.215878
0.016260,1.203174
0.016300,1.190459
0.016340,1.177731
0.016380,1.164992
0.016420,1.152242
0.016460,1.139480
0.016500,1.126706
0.016540,1.113922
0.016580,1.101126
0.016620,1.088320
0.016660,1.075502
0.016700,1.062674
0.016740,1.049836
0.016780,1.036987
0.016820,1.024128
0.016860,1.011258
0.016900,0.998379
0.016940,0.985489
0.016980,0.972590
0.017020,0.959681
0.017060,0.946763
0.017100,0.933835
0.017140,0.920898
0.017180,0.907952
0.017220,0.894997
0.017260,0.882033
0.017300,0.869060
0.017340,0.856078
0.017380,0.843088
0.017420,0.830090
0.017460,0.817083
0.017500,0.804069
0.017540,0.791046
0.017580,0.778015
0.017620,0.764977
0.017660,0.751931
0.017700,0.738878
0.017740,0.725817
0.017780,0.712749
0.017820,0.699674
0.017860,0.686593
0.017900,0.673504
0.017940,0.660408
0.017980,0.647307
0.018020,0.634198
0.018060,0.621083
0.018100,0.607963
0.018140,0.594836
0.018180,0.581703
0.018220,0.568564
0.018260,0.555420
0.018300,0.542270
0.018340,0.529115
0.018380,0.515955
0.018420,0.502789
0.018460,0.489619
0.018500,0.476444
0.018540,0.463264
0.018580,0.450079
0.018620,0.436890
0.018660,0.423696
0.018700,0.410499
0.018740,0.397297
0.018780,0.384091
0.018820,0.370882
0.018860,0.357668
0.018900,0.344452
0.018940,0.331231
0.018980,0.318008
0.019020,0.304781
0.019060,0.291552
0.019100,0.278319
0.019140,0.265084
0.019180,0.251846
0.019220,0.238606
0.019260,0.225363
0.019300,0.212118
0.019340,0.198871
0.019380,0.185621
0.019420,0.172370
0.019460,0.159118
0.019500,0.145863
0.019540,0.132608
0.019580,0.119351
0.019620,0.106093
0.019660,0.092833
0.019700,0.079573
0.019740,0.066312
0.019780,0.053050
0.019820,0.039788
0.019860,0.026526
0.019900,0.013263
0.019940,0.000000
0.019980,0.000000
0.020000,0.000000
