x (m),T (C)], Time (s): 340.00
0.000000,28.075219
0.000099,28.075219
0.000297,28.068079
0.000495,28.053802
0.000693,28.032390
0.000891,28.003849
0.001089,27.968187
0.001287,27.925412
0.001485,27.875536
0.001683,27.818570
0.001881,27.754530
0.002079,27.683432
0.002277,27.605294
0.002475,27.520136
0.002673,27.427979
0.002871,27.328847
0.003069,27.222765
0.003267,27.109761
0.003465,26.989862
0.003663,26.863099
0.003861,26.729505
0.004059,26.589113
0.004257,26.441959
0.004455,26.288082
0.004653,26.127518
0.004851,25.960311
0.005050,25.786502
0.005248,25.606135
0.005446,25.419256
0.005644,25.225912
0.005842,25.026154
0.006040,24.820032
0.006238,24.607597
0.006436,24.388905
0.006634,24.164010
0.006832,23.932970
0.007030,23.695844
0.007228,23.452692
0.007426,23.203576
0.007624,22.948559
0.007822,22.687706
0.008020,22.421083
0.008218,22.148758
0.008416,21.870801
0.008614,21.587282
0.008812,21.298273
0.009010,21.003848
0.009208,20.704082
0.009406,20.399050
0.009604,20.088831
0.009802,19.773503
0.010000,19.453146
0.010198,19.127842
0.010396,18.797674
0.010594,18.462726
0.010792,18.123082
0.010990,17.778830
0.011188,17.430056
0.011386,17.076850
0.011584,16.719301
0.011782,16.357500
0.011980,15.991539
0.012178,15.621512
0.012376,15.247512
0.012574,14.869634
0.012772,14.487975
0.012970,14.102631
0.013168,13.713701
0.013366,13.321284
0.013564,12.925479
0.013762,12.526387
0.013960,12.124109
0.014158,11.718748
0.014356,11.310407
0.014554,10.899190
0.014752,10.485201
0.014950,10.068545
0.015149,9.649329
0.015347,9.227659
0.015545,8.803642
0.015743,8.377387
0.015941,7.949001
0.016139,7.518594
0.016337,7.086274
0.016535,6.652153
0.016733,6.216339
0.016931,5.778945
0.017129,5.340082
0.017327,4.899860
0.017525,4.458392
0.017723,4.015791
0.017921,3.572168
0.018119,3.127637
0.018317,2.682310
0.018515,2.236301
0.018713,1.789724
0.018911,1.342691
0.019109,0.895317
0.019307,0.447716
0.019505,0.000000
0.019703,0.000000
0.020000,0.000000
