x (m),T (C)
0.006100,6.706922
0.006140,6.695872
0.006180,6.684755
0.006220,6.673572
0.006260,6.662323
0.006300,6.651007
0.006340,6.639626
0.006380,6.628179
0.006420,6.616665
0.006460,6.605087
0.006500,6.593442
0.006540,6.581732
0.006580,6.569957
0.006620,6.558116
0.006660,6.546211
0.006700,6.534240
0.006740,6.522205
0.006780,6.510104
0.006820,6.497939
0.006860,6.485710
0.006900,6.473416
0.006940,6.461058
0.006980,6.448636
0.007020,6.436150
0.007060,6.423599
0.007100,6.410985
0.007140,6.398308
0.007180,6.385567
0.007220,6.372762
0.007260,6.359894
0.007300,6.346963
0.007340,6.333969
0.007380,6.320912
0.007420,6.307793
0.007460,6.294611
0.007500,6.281366
0.007540,6.268059
0.007580,6.254689
0.007620,6.241258
0.007660,6.227764
0.007700,6.214209
0.007740,6.200592
0.007780,6.186914
0.007820,6.173174
0.007860,6.159372
0.007900,6.145510
0.007940,6.131586
0.007980,6.117602
0.008020,6.103557
0.008060,6.089451
0.008100,6.075285
0.008140,6.061059
0.008180,6.046772
0.008220,6.032425
0.008260,6.018019
0.008300,6.003552
0.008340,5.989026
0.008380,5.974441
0.008420,5.959796
0.008460,5.945092
0.008500,5.930329
0.008540,5.915508
0.008580,5.900627
0.008620,5.885688
0.008660,5.870690
0.008700,5.855635
0.008740,5.840521
0.008780,5.825348
0.008820,5.810119
0.008860,5.794831
0.008900,5.779486
0.008940,5.764084
0.008980,5.748624
0.009020,5.733107
0.009060,5.717533
0.009100,5.701903
0.009140,5.686216
0.009180,5.670472
0.009220,5.654673
0.009260,5.638817
0.009300,5.622905
0.009340,5.606937
0.009380,5.590913
0.009420,5.574834
0.009460,5.558700
0.009500,5.542510
0.009540,5.526266
0.009580,5.509966
0.009620,5.493612
0.009660,5.477204
0.009700,5.460741
0.009740,5.444223
0.009780,5.427652
0.009820,5.411027
0.009860,5.394348
0.009900,5.377615
0.009940,5.360829
0.009980,5.343990
0.010020,5.327098
0.010060,5.310153
0.010100,5.293155
0.010140,5.276105
0.010180,5.259002
0.010220,5.241847
0.010260,5.224640
0.010300,5.207381
0.010340,5.190070
0.010380,5.172708
0.010420,5.155295
0.010460,5.137830
0.010500,5.120314
0.010540,5.102748
0.010580,5.085130
0.010620,5.067463
0.010660,5.049745
0.010700,5.031977
0.010740,5.014158
0.010780,4.996290
0.010820,4.978373
0.010860,4.960406
0.010900,4.942390
0.010940,4.924325
0.010980,4.906210
0.011020,4.888047
0.011060,4.869836
0.011100,4.851576
0.011140,4.833268
0.011180,4.814912
0.011220,4.796509
0.011260,4.778057
0.011300,4.759559
0.011340,4.741012
0.011380,4.722419
0.011420,4.703779
0.011460,4.685093
0.011500,4.666359
0.011540,4.647580
0.011580,4.628754
0.011620,4.609882
0.011660,4.590965
0.011700,4.572002
0.011740,4.552993
0.011780,4.533940
0.011820,4.514841
0.011860,4.495698
0.011900,4.476509
0.011940,4.457277
0.011980,4.438000
0.012020,4.418679
0.012060,4.399314
0.012100,4.379906
0.012140,4.360454
0.012180,4.340959
0.012220,4.321420
0.012260,4.301839
0.012300,4.282215
0.012340,4.262549
0.012380,4.242840
0.012420,4.223089
0.012460,4.203296
0.012500,4.183461
0.012540,4.163585
0.012580,4.143668
0.012620,4.123709
0.012660,4.103710
0.012700,4.083669
0.012740,4.063589
0.012780,4.043467
0.012820,4.023306
0.012860,4.003105
0.012900,3.982864
0.012940,3.962583
0.012980,3.942263
0.013020,3.921904
0.013060,3.901506
0.013100,3.881069
0.013140,3.860594
0.013180,3.840080
0.013220,3.819529
0.013260,3.798939
0.013300,3.778311
0.013340,3.757647
0.013380,3.736944
0.013420,3.716205
0.013460,3.695429
0.013500,3.674616
0.013540,3.653766
0.013580,3.632881
0.013620,3.611959
0.013660,3.591001
0.013700,3.570008
0.013740,3.548979
0.013780,3.527915
0.013820,3.506816
0.013860,3.485683
0.013900,3.464514
0.013940,3.443311
0.013980,3.422074
0.014020,3.400803
0.014060,3.379499
0.014100,3.358160
0.014140,3.336789
0.014180,3.315384
0.014220,3.293946
0.014260,3.272476
0.014300,3.250973
0.014340,3.229438
0.014380,3.207870
0.014420,3.186271
0.014460,3.164641
0.014500,3.142978
0.014540,3.121285
0.014580,3.099561
0.014620,3.077806
0.014660,3.056020
0.014700,3.034204
0.014740,3.012358
0.014780,2.990482
0.014820,2.968576
0.014860,2.946641
0.014900,2.924676
0.014940,2.902683
0.014980,2.880660
0.015020,2.858609
0.015060,2.836530
0.015100,2.814422
0.015140,2.792287
0.015180,2.770124
0.015220,2.747933
0.015260,2.725715
0.015300,2.703470
0.015340,2.681198
0.015380,2.658900
0.015420,2.636575
0.015460,2.614224
0.015500,2.591847
0.015540,2.569444
0.015580,2.547016
0.015620,2.524562
0.015660,2.502084
0.015700,2.479580
0.015740,2.457052
0.015780,2.434500
0.015820,2.411923
0.015860,2.389322
0.015900,2.366698
0.015940,2.344050
0.015980,2.321379
0.016020,2.298685
0.016060,2.275968
0.016100,2.253228
0.016140,2.230466
0.016180,2.207682
0.016220,2.184876
0.016260,2.162049
0.016300,2.139199
0.016340,2.116329
0.016380,2.093438
0.016420,2.070525
0.016460,2.047593
0.016500,2.024639
0.016540,2.001666
0.016580,1.978673
0.016620,1.955660
0.016660,1.932628
0.016700,1.909577
0.016740,1.886507
0.016780,1.863418
0.016820,1.840310
0.016860,1.817184
0.016900,1.794040
0.016940,1.770879
0.016980,1.747699
0.017020,1.724503
0.017060,1.701289
0.017100,1.678059
0.017140,1.654811
0.017180,1.631548
0.017220,1.608268
0.017260,1.584972
0.017300,1.561660
0.017340,1.538333
0.017380,1.514991
0.017420,1.491633
0.017460,1.468261
0.017500,1.444874
0.017540,1.421473
0.017580,1.398058
0.017620,1.374629
0.017660,1.351186
0.017700,1.327730
0.017740,1.304260
0.017780,1.280778
0.017820,1.257283
0.017860,1.233775
0.017900,1.210255
0.017940,1.186723
0.017980,1.163180
0.018020,1.139625
0.018060,1.116058
0.018100,1.092481
0.018140,1.068892
0.018180,1.045293
0.018220,1.021684
0.018260,0.998064
0.018300,0.974435
0.018340,0.950796
0.018380,0.927147
0.018420,0.903489
0.018460,0.879823
0.018500,0.856147
0.018540,0.832463
0.018580,0.808771
0.018620,0.785071
0.018660,0.761363
0.018700,0.737647
0.018740,0.713924
0.018780,0.690194
0.018820,0.666457
0.018860,0.642714
0.018900,0.618964
0.018940,0.595208
0.018980,0.571446
0.019020,0.547678
0.019060,0.523905
0.019100,0.500127
0.019140,0.476343
0.019180,0.452556
0.019220,0.428763
0.019260,0.404966
0.019300,0.381166
0.019340,0.357361
0.019380,0.333553
0.019420,0.309742
0.019460,0.285927
0.019500,0.262110
0.019540,0.238290
0.019580,0.214468
0.019620,0.190643
0.019660,0.166817
0.019700,0.142989
0.019740,0.119160
0.019780,0.095329
0.019820,0.071498
0.019860,0.047666
0.019900,0.023833
0.019940,0.000000
0.019980,0.000000
0.020000,0.000000
