x (m),T (C)
0.009180,1.756085
0.009220,1.751192
0.009260,1.746281
0.009300,1.741353
0.009340,1.736408
0.009380,1.731446
0.009420,1.726467
0.009460,1.721470
0.009500,1.716456
0.009540,1.711425
0.009580,1.706378
0.009620,1.701313
0.009660,1.696231
0.009700,1.691133
0.009740,1.686018
0.009780,1.680886
0.009820,1.675737
0.009860,1.670572
0.009900,1.665390
0.009940,1.660191
0.009980,1.654977
0.010020,1.649745
0.010060,1.644498
0.010100,1.639233
0.010140,1.633953
0.010180,1.628657
0.010220,1.623344
0.010260,1.618015
0.010300,1.612670
0.010340,1.607309
0.010380,1.601932
0.010420,1.596540
0.010460,1.591131
0.010500,1.585707
0.010540,1.580266
0.010580,1.574811
0.010620,1.569339
0.010660,1.563852
0.010700,1.558349
0.010740,1.552831
0.010780,1.547298
0.010820,1.541749
0.010860,1.536185
0.010900,1.530605
0.010940,1.525011
0.010980,1.519401
0.011020,1.513776
0.011060,1.508136
0.011100,1.502481
0.011140,1.496812
0.011180,1.491127
0.011220,1.485427
0.011260,1.479713
0.011300,1.473984
0.011340,1.468241
0.011380,1.462483
0.011420,1.456710
0.011460,1.450923
0.011500,1.445122
0.011540,1.439306
0.011580,1.433476
0.011620,1.427631
0.011660,1.421773
0.011700,1.415900
0.011740,1.410013
0.011780,1.404113
0.011820,1.398198
0.011860,1.392269
0.011900,1.386327
0.011940,1.380371
0.011980,1.374401
0.012020,1.368418
0.012060,1.362421
0.012100,1.356410
0.012140,1.350386
0.012180,1.344348
0.012220,1.338298
0.012260,1.332234
0.012300,1.326156
0.012340,1.320066
0.012380,1.313962
0.012420,1.307845
0.012460,1.301716
0.012500,1.295573
0.012540,1.289418
0.012580,1.283250
0.012620,1.277069
0.012660,1.270875
0.012700,1.264669
0.012740,1.258450
0.012780,1.252219
0.012820,1.245975
0.012860,1.239719
0.012900,1.233450
0.012940,1.227170
0.012980,1.220877
0.013020,1.214572
0.013060,1.208255
0.013100,1.201926
0.013140,1.195585
0.013180,1.189232
0.013220,1.182867
0.013260,1.176491
0.013300,1.170103
0.013340,1.163703
0.013380,1.157292
0.013420,1.150869
0.013460,1.144435
0.013500,1.137989
0.013540,1.131532
0.013580,1.125064
0.013620,1.118585
0.013660,1.112095
0.013700,1.105593
0.013740,1.099081
0.013780,1.092558
0.013820,1.086024
0.013860,1.079479
0.013900,1.072923
0.013940,1.066357
0.013980,1.059780
0.014020,1.053192
0.014060,1.046595
0.014100,1.039986
0.014140,1.033368
0.014180,1.026739
0.014220,1.020100
0.014260,1.013451
0.014300,1.006792
0.014340,1.000122
0.014380,0.993443
0.014420,0.986754
0.014460,0.980055
0.014500,0.973347
0.014540,0.966629
0.014580,0.959901
0.014620,0.953163
0.014660,0.946417
0.014700,0.939660
0.014740,0.932895
0.014780,0.926120
0.014820,0.919336
0.014860,0.912543
0.014900,0.905741
0.014940,0.898930
0.014980,0.892110
0.015020,0.885281
0.015060,0.878443
0.015100,0.871597
0.015140,0.864741
0.015180,0.857878
0.015220,0.851006
0.015260,0.844125
0.015300,0.837236
0.015340,0.830338
0.015380,0.823433
0.015420,0.816519
0.015460,0.809597
0.015500,0.802667
0.015540,0.795729
0.015580,0.788784
0.015620,0.781830
0.015660,0.774869
0.015700,0.767899
0.015740,0.760923
0.015780,0.753938
0.015820,0.746947
0.015860,0.739948
0.015900,0.732941
0.015940,0.725927
0.015980,0.718906
0.016020,0.711878
0.016060,0.704843
0.016100,0.697801
0.016140,0.690752
0.016180,0.683696
0.016220,0.676633
0.016260,0.669563
0.016300,0.662487
0.016340,0.655404
0.016380,0.648315
0.016420,0.641220
0.016460,0.634118
0.016500,0.627009
0.016540,0.619895
0.016580,0.612774
0.016620,0.605647
0.016660,0.598514
0.016700,0.591376
0.016740,0.584231
0.016780,0.577080
0.016820,0.569924
0.016860,0.562763
0.016900,0.555595
0.016940,0.548422
0.016980,0.541244
0.017020,0.534060
0.017060,0.526871
0.017100,0.519677
0.017140,0.512477
0.017180,0.505273
0.017220,0.498063
0.017260,0.490849
0.017300,0.483629
0.017340,0.476405
0.017380,0.469176
0.017420,0.461943
0.017460,0.454705
0.017500,0.447462
0.017540,0.440215
0.017580,0.432964
0.017620,0.425708
0.017660,0.418448
0.017700,0.411184
0.017740,0.403915
0.017780,0.396643
0.017820,0.389367
0.017860,0.382087
0.017900,0.374803
0.017940,0.367516
0.017980,0.360224
0.018020,0.352930
0.018060,0.345631
0.018100,0.338330
0.018140,0.331025
0.018180,0.323716
0.018220,0.316405
0.018260,0.309090
0.018300,0.301772
0.018340,0.294451
0.018380,0.287128
0.018420,0.279801
0.018460,0.272472
0.018500,0.265140
0.018540,0.257805
0.018580,0.250468
0.018620,0.243128
0.018660,0.235786
0.018700,0.228441
0.018740,0.221095
0.018780,0.213746
0.018820,0.206395
0.018860,0.199042
0.018900,0.191686
0.018940,0.184329
0.018980,0.176971
0.019020,0.169610
0.019060,0.162248
0.019100,0.154884
0.019140,0.147518
0.019180,0.140152
0.019220,0.132783
0.019260,0.125414
0.019300,0.118043
0.019340,0.110671
0.019380,0.103298
0.019420,0.095924
0.019460,0.088549
0.019500,0.081173
0.019540,0.073796
0.019580,0.066418
0.019620,0.059040
0.019660,0.051661
0.019700,0.044282
0.019740,0.036903
0.019780,0.029522
0.019820,0.022142
0.019860,0.014762
0.019900,0.007381
0.019940,0.000000
0.019980,0.000000
0.020000,0.000000
