x (m),T (C)
0.007300,1.093844
0.007340,1.091604
0.007380,1.089354
0.007420,1.087093
0.007460,1.084821
0.007500,1.082539
0.007540,1.080245
0.007580,1.077941
0.007620,1.075626
0.007660,1.073301
0.007700,1.070965
0.007740,1.068618
0.007780,1.066261
0.007820,1.063893
0.007860,1.061514
0.007900,1.059125
0.007940,1.056725
0.007980,1.054315
0.008020,1.051895
0.008060,1.049464
0.008100,1.047022
0.008140,1.044571
0.008180,1.042108
0.008220,1.039636
0.008260,1.037153
0.008300,1.034660
0.008340,1.032156
0.008380,1.029643
0.008420,1.027119
0.008460,1.024585
0.008500,1.022041
0.008540,1.019486
0.008580,1.016922
0.008620,1.014347
0.008660,1.011762
0.008700,1.009168
0.008740,1.006563
0.008780,1.003948
0.008820,1.001323
0.008860,0.998689
0.008900,0.996044
0.008940,0.993390
0.008980,0.990725
0.009020,0.988051
0.009060,0.985367
0.009100,0.982673
0.009140,0.979970
0.009180,0.977256
0.009220,0.974534
0.009260,0.971801
0.009300,0.969059
0.009340,0.966307
0.009380,0.963545
0.009420,0.960774
0.009460,0.957993
0.009500,0.955203
0.009540,0.952404
0.009580,0.949595
0.009620,0.946776
0.009660,0.943948
0.009700,0.941111
0.009740,0.938264
0.009780,0.935408
0.009820,0.932543
0.009860,0.929669
0.009900,0.926785
0.009940,0.923892
0.009980,0.920990
0.010020,0.918079
0.010060,0.915159
0.010100,0.912229
0.010140,0.909291
0.010180,0.906343
0.010220,0.903387
0.010260,0.900421
0.010300,0.897447
0.010340,0.894463
0.010380,0.891471
0.010420,0.888470
0.010460,0.885460
0.010500,0.882441
0.010540,0.879414
0.010580,0.876378
0.010620,0.873333
0.010660,0.870279
0.010700,0.867217
0.010740,0.864146
0.010780,0.861067
0.010820,0.857979
0.010860,0.854883
0.010900,0.851778
0.010940,0.848664
0.010980,0.845543
0.011020,0.842412
0.011060,0.839274
0.011100,0.836127
0.011140,0.832972
0.011180,0.829808
0.011220,0.826636
0.011260,0.823457
0.011300,0.820268
0.011340,0.817072
0.011380,0.813868
0.011420,0.810655
0.011460,0.807435
0.011500,0.804206
0.011540,0.800970
0.011580,0.797725
0.011620,0.794473
0.011660,0.791213
0.011700,0.787945
0.011740,0.784669
0.011780,0.781385
0.011820,0.778093
0.011860,0.774794
0.011900,0.771487
0.011940,0.768173
0.011980,0.764851
0.012020,0.761521
0.012060,0.758183
0.012100,0.754839
0.012140,0.751486
0.012180,0.748126
0.012220,0.744759
0.012260,0.741384
0.012300,0.738002
0.012340,0.734613
0.012380,0.731216
0.012420,0.727813
0.012460,0.724401
0.012500,0.720983
0.012540,0.717558
0.012580,0.714125
0.012620,0.710685
0.012660,0.707239
0.012700,0.703785
0.012740,0.700324
0.012780,0.696856
0.012820,0.693382
0.012860,0.689900
0.012900,0.686412
0.012940,0.682917
0.012980,0.679415
0.013020,0.675906
0.013060,0.672391
0.013100,0.668868
0.013140,0.665340
0.013180,0.661804
0.013220,0.658262
0.013260,0.654714
0.013300,0.651159
0.013340,0.647598
0.013380,0.644030
0.013420,0.640456
0.013460,0.636875
0.013500,0.633288
0.013540,0.629695
0.013580,0.626095
0.013620,0.622490
0.013660,0.618878
0.013700,0.615260
0.013740,0.611636
0.013780,0.608005
0.013820,0.604369
0.013860,0.600727
0.013900,0.597079
0.013940,0.593425
0.013980,0.589765
0.014020,0.586099
0.014060,0.582427
0.014100,0.578750
0.014140,0.575066
0.014180,0.571377
0.014220,0.567683
0.014260,0.563983
0.014300,0.560277
0.014340,0.556565
0.014380,0.552848
0.014420,0.549126
0.014460,0.545398
0.014500,0.541665
0.014540,0.537926
0.014580,0.534182
0.014620,0.530433
0.014660,0.526678
0.014700,0.522919
0.014740,0.519154
0.014780,0.515383
0.014820,0.511608
0.014860,0.507828
0.014900,0.504042
0.014940,0.500252
0.014980,0.496457
0.015020,0.492656
0.015060,0.488851
0.015100,0.485041
0.015140,0.481226
0.015180,0.477407
0.015220,0.473582
0.015260,0.469753
0.015300,0.465920
0.015340,0.462081
0.015380,0.458238
0.015420,0.454391
0.015460,0.450539
0.015500,0.446682
0.015540,0.442821
0.015580,0.438956
0.015620,0.435086
0.015660,0.431212
0.015700,0.427334
0.015740,0.423451
0.015780,0.419565
0.015820,0.415674
0.015860,0.411779
0.015900,0.407880
0.015940,0.403977
0.015980,0.400069
0.016020,0.396158
0.016060,0.392243
0.016100,0.388324
0.016140,0.384401
0.016180,0.380475
0.016220,0.376544
0.016260,0.372610
0.016300,0.368672
0.016340,0.364731
0.016380,0.360786
0.016420,0.356837
0.016460,0.352885
0.016500,0.348929
0.016540,0.344970
0.016580,0.341007
0.016620,0.337041
0.016660,0.333072
0.016700,0.329099
0.016740,0.325123
0.016780,0.321144
0.016820,0.317161
0.016860,0.313176
0.016900,0.309187
0.016940,0.305196
0.016980,0.301201
0.017020,0.297203
0.017060,0.293202
0.017100,0.289199
0.017140,0.285192
0.017180,0.281183
0.017220,0.277171
0.017260,0.273156
0.017300,0.269139
0.017340,0.265118
0.017380,0.261095
0.017420,0.257070
0.017460,0.253042
0.017500,0.249011
0.017540,0.244978
0.017580,0.240943
0.017620,0.236905
0.017660,0.232865
0.017700,0.228823
0.017740,0.224778
0.017780,0.220731
0.017820,0.216682
0.017860,0.212630
0.017900,0.208577
0.017940,0.204521
0.017980,0.200464
0.018020,0.196404
0.018060,0.192343
0.018100,0.188280
0.018140,0.184214
0.018180,0.180147
0.018220,0.176078
0.018260,0.172008
0.018300,0.167935
0.018340,0.163861
0.018380,0.159786
0.018420,0.155709
0.018460,0.151630
0.018500,0.147549
0.018540,0.143468
0.018580,0.139385
0.018620,0.135300
0.018660,0.131214
0.018700,0.127127
0.018740,0.123039
0.018780,0.118949
0.018820,0.114858
0.018860,0.110766
0.018900,0.106673
0.018940,0.102579
0.018980,0.098484
0.019020,0.094388
0.019060,0.090290
0.019100,0.086192
0.019140,0.082094
0.019180,0.077994
0.019220,0.073894
0.019260,0.069792
0.019300,0.065691
0.019340,0.061588
0.019380,0.057485
0.019420,0.053381
0.019460,0.049277
0.019500,0.045172
0.019540,0.041067
0.019580,0.036962
0.019620,0.032856
0.019660,0.028749
0.019700,0.024643
0.019740,0.020536
0.019780,0.016429
0.019820,0.012322
0.019860,0.008215
0.019900,0.004107
0.019940,0.000000
0.019980,0.000000
0.020000,0.000000
